"First","Last","Player","Team","Min","Pos","Shots","SoT","Dist","Solo","G","xG","xPlace","G-xG","KeyP","Dist.key","A","xA","A-xA","xG+xA","PA","xPA","xG/shot","xA/pass","G-xG/shot","A-xA/pass","Comp ($K)","Team/96","Min/96","Pos/96","Shots/96","SoT/96","G/96","xG/96","xPlace/96","G-xG/96","KeyP/96","A/96","xA/96","A-xA/96","xG+xA/96","PA/96","xPA/96","Comp ($K)/96","extreme1","extreme2","plotnames"
"Arturo","Alvarez","Arturo Alvarez","RSL",3611,NA,18,1,22.2249213400556,0.222222222222222,0,1.409,-1.27461956003385,-1.40867335074281,13,20.7266040233077,1,1.79491300907099,-0.794913009070988,3.2035863598138,0,0.387622639934043,0.0782596305968227,0.138070231466999,-0.0782596305968227,-0.0611471545439222,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,10,"Alvarez"
"Abdoulie","Mansally","Abdoulie Mansally","RSL",2022,"FB/WB",20,4,32.0567547635921,0.65,1,0.767,-0.105867930187057,0.232901437274435,18,21.41198139045,3,2.40262731035496,0.59737268964504,3.16972587308052,1.03520205360923,0.500188063588264,0.0383549281362783,0.13347929501972,0.0116450718637217,0.0331873716469467,63,"RSL",2022,"FB/WB",0.28486646884273,0.0474777448071217,0.0474777448071217,0.0204631291663972,0.00157386910456269,0.0270146156407244,0.379821958456973,0.0474777448071217,0.0425881024004631,0.00488964240665854,0.0630512315668603,0.0491490589250671,0.0139006060936111,66,39,47,"Mansally"
"John","Stertzer","John Stertzer","RSL",1860,"CM",14,4,13.1313337056172,0.357142857142857,1,2.321,-0.943503140460051,-1.32128739624559,6,22.2523872664769,1,0.708196963264229,0.291803036735771,3.02948435950982,0.667638238901289,1.73743075567604,0.165806242588971,0.118032827210705,-0.0943776711603995,0.0486338394559619,70,"RSL",1860,"CM",0.464516129032258,0.206451612903226,0.0516129032258065,0.0888707084327881,-0.0177592629728892,-0.0372578052069816,0.258064516129032,0.0516129032258065,0.0349146900435067,0.0166982131822998,0.123785398476295,0.0344587478142601,0.0694198053428109,73,54,48,"Stertzer"
"Jonathan","Steele","Jonathan Steele","RSL",NA,NA,19,4,27.159464738579,0.263157894736842,2,1.155,0.367085138455136,0.84544925181285,18,20.7907710358889,1,1.8007223824289,-0.800722382428903,2.95527313061605,3.4907741829255,1.03546416275384,0.0607658288519552,0.100040132357161,0.0444973290427816,-0.0444845768016057,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,53,"Steele"
"Robbie","Russell","Robbie Russell","RSL",NA,NA,8,1,22.862627139,0.375,0,0.421,-0.398835704918751,-0.421158959726407,14,21.1903584049286,2,1.99355691446216,0.00644308553783563,2.41471587418857,0,0.238263645670562,0.0526448699658009,0.142396922461583,-0.0526448699658009,0.000460220395559688,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,14,"Russell"
"Nick","Besler","Nick Besler","RSL",2370,"CDM",5,3,8.26601607185074,0,2,1.725,0.184558492964623,0.275045341389031,7,19.3590218125727,1,0.65662229106143,0.34337770893857,2.3815769496724,0.784255921210249,0.955265876014191,0.344990931722194,0.0938031844373471,0.0550090682778063,0.0490539584197957,81,"RSL",2370,"CDM",0.20253164556962,0.121518987341772,0.0810126582278481,0.0698715811082924,0.00747578705679487,0.0111410771195557,0.283544303797468,0.0405063291139241,0.0265973586252731,0.0139089704886509,0.0964689397335655,0.031767328454086,0.0386943139651318,81,49,55,"Besler"
"Donny","Toia","Donny Toia","RSL",9518,"FB/WB",11,2,20.9168128709815,0.181818181818182,1,0.999,-0.135116180944718,0.000890083983384939,15,20.9387421430818,1,1.31294211094012,-0.312942110940125,2.31205202695674,0.952855631410879,0.695345781615524,0.0908281741833287,0.087529474062675,8.09167257622672e-05,-0.0208628073960083,131,"RSL",9518,"FB/WB",0.110947678083631,0.0201723051061147,0.0100861525530574,0.0100771750302159,-0.00136280241339493,8.97752284145348e-06,0.15129228829586,0.0100861525530574,0.0132425344242753,-0.0031563818712179,0.0233197094544912,0.00961064725944993,0.00701336363049909,131,42,49,"Toia"
"Sunny","Sunny","Sunny","RSL",4254,"CM",21,4,22.1895299809265,0.285714285714286,1,1.052,0.0756897371511485,-0.0516322397712691,28,30.4672170272513,3,1.16337506288449,1.83662493711551,2.21500730265576,0.806918496617144,0.75323580617743,0.0500777257033938,0.0415491093887317,-0.00245867808434615,0.0655937477541255,152,"RSL",4254,"CM",0.473906911142454,0.0902679830747532,0.0225669957686883,0.0237321803051344,0.0017080899780231,-0.00116518453644613,0.631875881523272,0.0677009873060649,0.0262538801215117,0.0414471071845532,0.0499860604266461,0.0182097262988354,0.0169982692508306,152,45,41,"Sunny"
"Danilo","Acosta","Danilo Acosta","RSL",3181,"FB/WB",6,2,28.835736516433,0,0,0.38,0.201337302808063,-0.379583292923934,12,20.9919697241977,2,1.71443028918741,0.285569710812586,2.09401358211135,0,0.239356930505638,0.0632638821539889,0.142869190765618,-0.0632638821539889,0.0237974759010488,83,"RSL",3181,"FB/WB",0.181075133605784,0.0603583778685948,0,0.0114555159134541,0.00607619650096637,-0.0114555159134541,0.362150267211569,0.0603583778685948,0.0517401156120691,0.00861826225652571,0.0631956315255232,0,0.00722359802846315,83,24,29,"Acosta"
"Jean-Marc","Alexandre","Jean-Marc Alexandre","RSL",NA,NA,12,4,22.0428031864167,0,1,1.031,-0.465367021025683,-0.030857400648189,9,21.5159963177778,2,0.847829281092033,1.15217071890797,1.87868668174022,0.703505519188868,0.52448862337013,0.0859047833873491,0.0942032534546703,-0.00257145005401575,0.128018968767552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,44,"Alexandre"
"Marcelo","Silva","Marcelo Silva","RSL",3816,"CB",16,6,12.2838611116448,0,2,1.413,0.127029348220729,0.586724411156683,4,20.4019240607764,0,0.164968276367954,-0.164968276367954,1.57824386521127,1.20278887166057,1.11907036629203,0.0883297243027073,0.0412420690919885,0.0366702756972927,-0.0412420690919885,745,"RSL",3816,"CB",0.40251572327044,0.150943396226415,0.050314465408805,0.0355541028639828,0.00319570687347745,0.0147603625448222,0.10062893081761,0,0.0041501453174328,-0.0041501453174328,0.0397042481814156,0.0302588395386306,0.0281527136174094,745,48,57,"Silva"
"Everton","Luiz","Everton Luiz","RSL",2263,"CDM",8,2,22.7960686890545,0.375,0,0.416,0.0541727763588508,-0.415855040254705,13,23.9846847483997,2,0.982881507314773,1.01711849268523,1.39873654756948,0,0.151963257177141,0.0519818800318381,0.0756062697934441,-0.0519818800318381,0.0782398840527097,1100,"RSL",2263,"CDM",0.339372514361467,0.0848431285903668,0,0.017641221327641,0.00229809391535558,-0.017641221327641,0.551480335837384,0.0848431285903668,0.0416953710571004,0.0431477575332664,0.0593365923847414,0,0.00644651908484559,1100,25,27,"Luiz"
"Omar","Holness","Omar Holness","RSL",599,"CM",10,1,22.5043243455716,0.4,1,1.022,-0.262620910498035,-0.0220506862316292,6,20.8198464674253,0,0.319382037638113,-0.319382037638113,1.34143272386974,0.000439530515997814,0.323466402026669,0.102205068623163,0.0532303396063522,-0.00220506862316292,-0.0532303396063522,128,"RSL",599,"CM",1.60267111853088,0.160267111853088,0.160267111853088,0.16380111164981,-0.0420894948377485,-0.00353399979672187,0.961602671118531,0,0.0511864367500148,-0.0511864367500148,0.214987548399825,7.04422863702673e-05,0.0518410260343243,128,43,43,"Holness"
"Nelson","Gonzalez","Nelson Gonzalez","RSL",NA,NA,5,2,24.913114374,0.2,1,0.295,-0.0411064159927413,0.705163462866553,8,13.537097151375,1,0.948273369124283,0.0517266308757173,1.24310990625773,0.0933193737530711,0.130072268441623,0.0589673074266894,0.118534171140535,0.141032692573311,0.00646582885946467,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,40,"Gonzalez"
"David","Horst","David Horst","RSL",6395,"CB",9,2,12.2388253714269,0.111111111111111,0,0.709,-0.307860920387084,-0.70910171249903,3,15.6227261557542,1,0.376154446119877,0.623845553880123,1.08525615861891,0,0.395725325422975,0.0787890791665589,0.125384815373292,-0.0787890791665589,0.207948517960041,121,"RSL",6395,"CB",0.135105551211884,0.0300234558248632,0,0.0106448419702747,-0.00462152437172166,-0.0106448419702747,0.0450351837372948,0.0150117279124316,0.00564672819820299,0.00936499971422859,0.0162915701684777,0,0.00594052091330814,121,35,25,"Horst"
"Nedum","Onuoha","Nedum Onuoha","RSL",2505,"CB",9,4,11.9406859862437,0.111111111111111,1,0.883,-0.483425940066222,0.117482871568523,2,21.5621738111957,0,0.188995389892873,-0.188995389892873,1.07151251832435,0.122505319052057,0.497380136617514,0.0980574587146086,0.0944976949464367,0.0130536523965025,-0.0944976949464367,NA,"RSL",2505,"CB",0.344910179640719,0.153293413173653,0.0383233532934132,0.033821015700368,-0.0185265030923582,0.00450233759304518,0.0766467065868263,0,0.00724293709769096,-0.00724293709769096,0.041063952798059,0.00469481462235429,0.0190612746967191,NA,40,38,"Onuoha"
"Yordany","Alvarez","Yordany Alvarez","RSL",NA,"CDM",17,5,25.7043800145882,0.352941176470588,1,0.753,-0.0967916078683115,0.247267325532402,9,32.3892216544444,0,0.28581862546025,-0.28581862546025,1.03855129992785,0.828678141657415,0.64072431577228,0.0442783926157411,0.0317576250511389,0.0145451367960236,-0.0317576250511389,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,50,"Alvarez"
"Khari","Stephenson","Khari Stephenson","RSL",230,"CM",21,7,32.7403100119048,0.0952380952380952,1,0.726,-0.357012143754077,0.273947198968326,3,24.8935580433333,1,0.28994403340928,0.71005596659072,1.01599683444095,0.728041338248054,0.531525111711057,0.0345739429062702,0.0966480111364266,0.0130451047127774,0.236685322196907,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,39,"Stephenson"
"Pablo","Ruiz","Pablo Ruiz","RSL",576,"FB/WB",13,3,29.3974998594175,0.384615384615385,0,0.539,-0.275062740586993,-0.538534718892104,7,25.5422194821188,0,0.475066884649508,-0.475066884649508,1.01360160354161,0,0.149373679666609,0.041425747607085,0.0678666978070725,-0.041425747607085,-0.0678666978070725,201,"RSL",576,"FB/WB",2.16666666666667,0.5,0,0.0897557864820174,-0.0458437900978322,-0.0897557864820174,1.16666666666667,0,0.0791778141082513,-0.0791778141082513,0.168933600590269,0,0.0248956132777682,201,32,8,"Ruiz"
"Phanuel","Kavita","Phanuel Kavita","RSL",384,"CB",1,0,4.12742353048484,0,0,0.625,-0.624752433963889,-0.624752433963889,1,7.72539319387692,0,0.31226689865386,-0.31226689865386,0.937019332617749,0,0.381126716899332,0.624752433963889,0.31226689865386,-0.624752433963889,-0.31226689865386,50,"RSL",384,"CB",0.25,0,0,0.156188108490972,-0.156188108490972,-0.156188108490972,0.25,0,0.0780667246634649,-0.0780667246634649,0.234254833154437,0,0.095281679224833,50,34,22,"Kavita"
"Chad","Barrett","Chad Barrett","RSL",1451,"F",3,1,16.7833445240541,0,0,0.466,-0.416889872817213,-0.465623906177266,2,20.8848800362715,0,0.455753820303394,-0.455753820303394,0.921377726480659,0,0.551539818390436,0.155207968725755,0.227876910151697,-0.155207968725755,-0.227876910151697,105,"RSL",1451,"F",0.198483804272915,0.0661612680909717,0,0.0308062680861595,-0.0275819626398707,-0.0308062680861595,0.132322536181943,0,0.0301532506885774,-0.0301532506885774,0.0609595187747369,0,0.0364905737873755,105,30,21,"Barrett"
"Emiliano","Bonfigli","Emiliano Bonfigli","RSL",NA,NA,5,2,27.960347598,0.2,1,0.465,0.673835875329067,0.534944440756781,2,10.5545657985,0,0.392116192021464,-0.392116192021464,0.857171751264683,1.12689970870073,0.419536461099254,0.0930111118486437,0.196058096010732,0.106988888151356,-0.196058096010732,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,46,"Bonfigli"
"Kwame","Watson-Siriboe","Kwame Watson-Siriboe","RSL",734,NA,6,1,10.622590811,0,0,0.577,-0.576790044390919,-0.576790044390919,4,25.7498869175,0,0.205680883719815,-0.205680883719815,0.782470928110734,0,0.388781298129674,0.0961316740651531,0.0514202209299538,-0.0961316740651531,-0.0514202209299538,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,5,"Watson-Siriboe"
"Lovel","Palmer","Lovel Palmer","RSL",1911,"FB/WB",8,0,33.71218177625,0.125,0,0.149,-0.148736180164447,-0.148736180164447,3,16.1188587403333,1,0.514266997021476,0.485733002978524,0.663003177185924,0,0.108082375328239,0.0185920225205559,0.171422332340492,-0.0185920225205559,0.161911000992841,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,26,"Palmer"
"Carlos","Salcedo","Carlos Salcedo","RSL",NA,"CB",4,2,12.13773222925,0.5,1,0.445,0.0627445091223395,0.554813302547972,3,19.8932641433333,0,0.166179111848004,-0.166179111848004,0.611365809300032,0.00334748696387074,0.138258026922733,0.111296674363007,0.0553930372826679,0.138703325636993,-0.0553930372826679,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,42,"Salcedo"
"Jose","Hernandez","Jose Hernandez","RSL",209,"Wing",3,1,22.0793855309203,0,1,0.418,0.340680468405059,0.581671684983075,3,30.8477383207839,0,0.0999279298012589,-0.0999279298012589,0.518256244818183,0.201579441957554,0.0777455905994733,0.139442771672308,0.033309309933753,0.193890561661025,-0.033309309933753,56,"RSL",209,"Wing",1.37799043062201,0.45933014354067,0.45933014354067,0.19215080498385,0.156484808453998,0.267179338556819,1.37799043062201,0,0.0458999103393342,-0.0458999103393342,0.238050715323185,0.0925915140092116,0.0357108932897102,56,26,37,"Hernandez"
"Nick","Rimando","Nick Rimando","RSL",13735,"GK",0,0,NA,NA,0,0,0,0,9,25.7029735696641,0,0.474974345169594,-0.474974345169594,0.474974345169594,0,0,0,0.052774927241066,0,-0.052774927241066,335,"RSL",13735,"GK",0,0,0,0,0,0,0.0349472151437932,0,0.00147885986245637,-0.00147885986245637,0.00147885986245637,0,0,430,4,31,"Rimando"
"Justin","Braun","Justin Braun","RSL",NA,NA,3,1,11.5311293433333,0.333333333333333,0,0.475,-0.260289086156453,-0.474666599993968,0,NA,0,0,0,0.474666599993968,0,0.588636627119849,0.158222199997989,0,-0.158222199997989,0,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4,"Braun"
"Artur","Aghasyan","Artur Aghasyan","RSL",NA,NA,3,0,18.9484890666667,0.333333333333333,0,0.243,-0.24269164254773,-0.24269164254773,1,11.73436406,0,0.191060180878733,-0.191060180878733,0.433751823426462,0,0.196505400398401,0.0808972141825765,0.191060180878733,-0.0808972141825765,-0.191060180878733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,17,"Aghasyan"
"Elias","Vasquez","Elias Vasquez","RSL",1350,"CB",3,1,10.8097530968175,0.333333333333333,0,0.305,0.230305504206218,-0.305448694577041,2,22.5087074463436,0,0.113568190825299,-0.113568190825299,0.41901688540234,0,0.35060088964058,0.10181623152568,0.0567840954126496,-0.10181623152568,-0.0567840954126496,122,"RSL",1350,"CB",0.213333333333333,0.0711111111111111,0,0.0217207960588118,0.0163772802991089,-0.0217207960588118,0.142222222222222,0,0.00807596023646572,-0.00807596023646572,0.0297967562952775,0,0.0249316188188857,122,23,12,"Vasquez"
"Cole","Grossman","Cole Grossman","RSL",NA,"CDM",4,1,30.101891825,0.25,1,0.162,0.192978339995827,0.83819067675318,5,25.245075646,0,0.235366928560432,-0.235366928560432,0.397176251807252,1.80915066419603,0.213107669037309,0.040452330811705,0.0470733857120863,0.209547669188295,-0.0470733857120863,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,36,"Grossman"
"Terukazu","Tanaka","Terukazu Tanaka","RSL",NA,NA,0,0,NA,NA,0,0,0,0,1,5.428685384,1,0.390674052202303,0.609325947797697,0.390674052202303,0,0,0,0.390674052202303,0,0.609325947797697,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,32,"Tanaka"
"Ricardo","Velazco","Ricardo Velazco","RSL",290,"Wing",5,1,24.7399785072854,0,0,0.24,0.0880422992459924,-0.240326063399461,3,23.705926883832,0,0.140541288899463,-0.140541288899463,0.380867352298925,0,0.122043194124105,0.0480652126798922,0.0468470962998211,-0.0480652126798922,-0.0468470962998211,66,"RSL",290,"Wing",1.6551724137931,0.331034482758621,0,0.0795562140908561,0.0291450369917768,-0.0795562140908561,0.993103448275862,0,0.0465240128770637,-0.0465240128770637,0.12608022696792,0,0.040400505641083,66,20,19,"Velazco"
"Chinedum","Onuoha","Chinedum Onuoha","RSL",105,"CB",1,0,10.833951264428,0,0,0.064,-0.063764629779757,-0.063764629779757,1,3.61436370610375,1,0.296028770899204,0.703971229100796,0.359793400678961,0,0.000450174542381489,0.063764629779757,0.296028770899204,-0.063764629779757,0.703971229100796,219,"RSL",105,"CB",0.914285714285714,0,0,0.0582990900843492,-0.0582990900843492,-0.0582990900843492,0.914285714285714,0.914285714285714,0.270654876250701,0.643630838035013,0.32895396633505,0,0.000411588153034504,219,11,13,"Onuoha"
"David","Viana","David Viana","RSL",NA,NA,1,0,29.9832424,0,0,0.033,-0.0331280643256398,-0.0331280643256398,1,10.70144383,0,0.289485850120299,-0.289485850120299,0.322613914445939,0,0.0404865567952432,0.0331280643256398,0.289485850120299,-0.0331280643256398,-0.289485850120299,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,33,"Viana"
"Cody","Arnoux","Cody Arnoux","RSL",NA,NA,1,0,13.63853731,0,0,0.14,-0.140203284394188,-0.140203284394188,1,13.34584673,0,0.147237632813239,-0.147237632813239,0.287440917207428,0,0.0156751232016209,0.140203284394188,0.147237632813239,-0.140203284394188,-0.147237632813239,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,34,"Arnoux"
"Justin","Schmidt","Justin Schmidt","RSL",709,"CB",3,1,15.6182081126196,0.333333333333333,0,0.205,-0.0916288094023723,-0.204953467382335,2,31.6675988677681,0,0.0538878064494218,-0.0538878064494218,0.258841273831757,0,0.171835363811225,0.0683178224607784,0.0269439032247109,-0.0683178224607784,-0.0269439032247109,53,"RSL",709,"CB",0.406205923836389,0.13540197461213,0,0.0277511041871709,-0.0124067217244397,-0.0277511041871709,0.27080394922426,0,0.00729651540076798,-0.00729651540076798,0.0350476195879389,0,0.0232668475682336,53,19,6,"Schmidt"
"Jeff","Attinella","Jeff Attinella","RSL",5736,"GK",1,0,9.553513751,0,0,0.117,-0.117028292552841,-0.117028292552841,1,19.3928466193079,0,0.062124946508809,-0.062124946508809,0.17915323906165,0,0.214571712521483,0.117028292552841,0.062124946508809,-0.117028292552841,-0.062124946508809,57,"RSL",5736,"GK",0,0,0,0,0,0,0.0167364016736402,0,0.00103974805872484,-0.00103974805872484,0.00103974805872484,0,0,65,15,23,"Attinella"
"Andrew","Putna","Andrew Putna","RSL",637,"GK",0,0,NA,NA,0,0,0,0,2,23.8718064948675,0,0.148874251748606,-0.148874251748606,0.148874251748606,0,0,0,0.0744371258743029,0,-0.0744371258743029,71,"RSL",637,"GK",0,0,0,0,0,0,0.301412872841444,0,0.0224363079558338,-0.0224363079558338,0.0224363079558338,0,0,71,2,28,"Putna"
"Kelyn","Rowe","Kelyn Rowe","RSL",9635,"CDM",3,3,29.5452376188247,0,0,0.095,0.225927421277261,-0.0946157586103145,0,NA,0,0,0,0.0946157586103145,0,0.0623589384320075,0.0315385862034382,0,-0.0315385862034382,0,326,"RSL",9635,"CDM",0.0298910223144785,0.0298910223144785,0,0.000942720583974073,0.00225106719695039,-0.000942720583974073,0,0,0,0,0.000942720583974073,0,0.000621324140059441,326,14,9,"Rowe"
"Ricky","Lopez-Espin","Ricky Lopez-Espin","RSL",30,"sub",1,0,12.1923910698435,0,0,0.086,-0.0862707459961126,-0.0862707459961126,0,NA,0,0,0,0.0862707459961126,0,0.015629504750591,0.0862707459961126,0,-0.0862707459961126,0,76,"RSL",30,"sub",3.2,0,0,0.27606638718756,-0.27606638718756,-0.27606638718756,0,0,0,0,0.27606638718756,0,0.0500144152018912,76,13,11,"Lopez-Espin"
"Douglas","Martinez","Douglas Martinez","RSL",64,"F",1,0,11.5487239554853,0,0,0.08,-0.0801694412082951,-0.0801694412082951,0,NA,0,0,0,0.0801694412082951,0,0.0570061414177527,0.0801694412082951,0,-0.0801694412082951,0,NA,"RSL",64,"F",1.5,0,0,0.120254161812443,-0.120254161812443,-0.120254161812443,0,0,0,0,0.120254161812443,0,0.085509212126629,NA,12,18,"Martinez"
"Chris","Agorsor","Chris Agorsor","RSL",NA,NA,0,0,NA,NA,0,0,0,0,1,28.64047529,0,0.0403407669896177,-0.0403407669896177,0.0403407669896177,0,0,0,0.0403407669896177,0,-0.0403407669896177,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,"Agorsor"
"Adam","Henley","Adam Henley","RSL",281,"FB/WB",1,0,29.0920263989981,1,0,0.037,-0.0367818676968938,-0.0367818676968938,0,NA,0,0,0,0.0367818676968938,0,0.00786593304410535,0.0367818676968938,0,-0.0367818676968938,0,123,"RSL",281,"FB/WB",0.341637010676157,0,0,0.0125660473270527,-0.0125660473270527,-0.0125660473270527,0,0,0,0,0.0125660473270527,0,0.00268729385136695,123,10,16,"Henley"
"Shawn","Barry","Shawn Barry","RSL",212,"FB/WB",0,0,NA,NA,0,0,0,0,1,19.4880296592549,0,0.0355253608330861,-0.0355253608330861,0.0355253608330861,0,0,0,0.0355253608330861,0,-0.0355253608330861,131,"RSL",212,"FB/WB",0,0,0,0,0,0,0.452830188679245,0,0.0160869558489446,-0.0160869558489446,0.0160869558489446,0,0,131,5,24,"Barry"
"Blake","Wagner","Blake Wagner","RSL",NA,NA,1,0,32.93600803,1,0,0.022,-0.0223976595705794,-0.0223976595705794,0,NA,0,0,0,0.0223976595705794,0,0.000204851069665866,0.0223976595705794,0,-0.0223976595705794,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,30,"Wagner"
"Justin","Portillo","Justin Portillo","RSL",202,"CDM",1,0,34.471067578478,1,0,0.017,-0.0170848427745979,-0.0170848427745979,0,NA,0,0,0,0.0170848427745979,0,0.00474456114506081,0.0170848427745979,0,-0.0170848427745979,0,70,"RSL",202,"CDM",0.475247524752475,0,0,0.00811952923941286,-0.00811952923941286,-0.00811952923941286,0,0,0,0,0.00811952923941286,0,0.00225484094022692,70,7,3,"Portillo"
"Rich","Balchan","Rich Balchan","RSL",NA,NA,1,0,31.5075487,1,0,0.015,-0.0149098134250585,-0.0149098134250585,0,NA,0,0,0,0.0149098134250585,0,0.0121974238217695,0.0149098134250585,0,-0.0149098134250585,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"Balchan"
